Item Code,Division,Department,Category,Class,Group,Description,UOM,Brand,Total QOH,Total Avail.,Status,Condition,Issue Ctrl,Item GTIN
509068047329.5,,,0003,0013,0036,ON CLOUDROCK 2 MID WP BOOT ALLOY/ECLIPSE 9.5,EACH,ON,1,1,S,,U,7630419111818
5090690474310,,,0003,0014,0038,ON CLOUDWANDER WP SHOE BLACK/ECLIPSE 10,EACH,ON,2,2,S,,U,7630419118299
5090690474310.5,,,0003,0014,0038,ON CLOUDWANDER WP SHOE BLACK/ECLIPSE 10.5,EACH,ON,1,1,S,,U,7630419118305
5090690474311,,,0003,0014,0038,ON CLOUDWANDER WP SHOE BLACK/ECLIPSE 11,EACH,ON,1,1,S,,U,7630419118312
5090690474311.5,,,0003,0014,0038,ON CLOUDWANDER WP SHOE BLACK/ECLIPSE 11.5,EACH,ON,1,1,S,,U,7630419118329
5090690474312,,,0003,0014,0038,ON CLOUDWANDER WP SHOE BLACK/ECLIPSE 12,EACH,ON,1,1,S,,U,7630419118336
509069047438.5,,,0003,0014,0038,ON CLOUDWANDER WP SHOE BLACK/ECLIPSE 8.5,EACH,ON,1,1,S,,U,7630419118268
509069047439,,,0003,0014,0038,ON CLOUDWANDER WP SHOE BLACK/ECLIPSE 9,EACH,ON,1,1,S,,U,7630419118275
509069047439.5,,,0003,0014,0038,ON CLOUDWANDER WP SHOE BLACK/ECLIPSE 9.5,EACH,ON,1,1,S,,U,7630419118282
5090700476110,,,0003,0013,0036,ON CLOUDROCK 2 MID WP BOOT W GLACIER/ECLIPSE 10,EACH,ON,1,1,S,,U,7630419112273
5090700476111,,,0003,0013,0036,ON CLOUDROCK 2 MID WP BOOT W GLACIER/ECLIPSE 11,EACH,ON,1,1,S,,U,7630419112297
509070047617,,,0003,0013,0036,ON CLOUDROCK 2 MID WP BOOT W GLACIER/ECLIPSE 7,EACH,ON,1,1,S,,U,7630419112211
509070047617.5,,,0003,0013,0036,ON CLOUDROCK 2 MID WP BOOT W GLACIER/ECLIPSE 7.5,EACH,ON,1,1,S,,U,7630419112228
509070047618,,,0003,0013,0036,ON CLOUDROCK 2 MID WP BOOT W GLACIER/ECLIPSE 8,EACH,ON,1,1,S,,U,7630419112235
509070047618.5,,,0003,0013,0036,ON CLOUDROCK 2 MID WP BOOT W GLACIER/ECLIPSE 8.5,EACH,ON,1,1,S,,U,7630419112242
509070047619,,,0003,0013,0036,ON CLOUDROCK 2 MID WP BOOT W GLACIER/ECLIPSE 9,EACH,ON,1,1,S,,U,7630419112259
509070047619.5,,,0003,0013,0036,ON CLOUDROCK 2 MID WP BOOT W GLACIER/ECLIPSE 9.5,EACH,ON,2,2,S,,U,7630419112266
509071047437.5,,,0003,0014,0038,ON CLOUDWANDER WP SHOE W BLACK/ECLIPSE 7.5,EACH,ON,1,1,S,,U,7630419118565
509071047438.5,,,0003,0014,0038,ON CLOUDWANDER WP SHOE W BLACK/ECLIPSE 8.5,EACH,ON,1,1,S,,U,7630419118589
509071047439,,,0003,0014,0038,ON CLOUDWANDER WP SHOE W BLACK/ECLIPSE 9,EACH,ON,1,1,S,,U,7630419118596
509071047439.5,,,0003,0014,0038,ON CLOUDWANDER WP SHOE W BLACK/ECLIPSE 9.5,EACH,ON,1,1,S,,U,7630419118602
50907600004NS,,,0009,0040,0097,SEA TELOS TR2 BIKEPACK TENT GREEN NS,EACH,SEA,4,4,S,,U,9327868151332
5090770474210,,,0003,0013,0036,SAL CROSS HIKE 2 MID GTX BOOT BLACK/BLACK/MAGNET 10,EACH,SAL,2,2,S,,U,195751114370
5090770474211,,,0003,0013,0036,SAL CROSS HIKE 2 MID GTX BOOT BLACK/BLACK/MAGNET 11,EACH,SAL,1,1,S,,U,195751114394
5090770474211.5,,,0003,0013,0036,SAL CROSS HIKE 2 MID GTX BOOT BLACK/BLACK/MAGNET 11.5,EACH,SAL,2,2,S,,U,195751114400
5090770474212.5,,,0003,0013,0036,SAL CROSS HIKE 2 MID GTX BOOT BLACK/BLACK/MAGNET 12.5,EACH,SAL,3,3,S,,U,195751114424
509077047428.5,,,0003,0013,0036,SAL CROSS HIKE 2 MID GTX BOOT BLACK/BLACK/MAGNET 8.5,EACH,SAL,1,1,S,,U,195751114349
509077047429,,,0003,0013,0036,SAL CROSS HIKE 2 MID GTX BOOT BLACK/BLACK/MAGNET 9,EACH,SAL,2,2,S,,U,195751114356
509077047429.5,,,0003,0013,0036,SAL CROSS HIKE 2 MID GTX BOOT BLACK/BLACK/MAGNET 9.5,EACH,SAL,1,1,S,,U,195751114363
5090780474210,,,0003,0013,0036,SAL CROSS HIKE 2 MID GTX WIDE BLACK/BLACK/MAGNET 10,EACH,SAL,3,3,S,,U,195751119269
5090780474210.5,,,0003,0013,0036,SAL CROSS HIKE 2 MID GTX WIDE BLACK/BLACK/MAGNET 10.5,EACH,SAL,3,3,S,,U,195751119276
5090780474211,,,0003,0013,0036,SAL CROSS HIKE 2 MID GTX WIDE BLACK/BLACK/MAGNET 11,EACH,SAL,2,2,S,,U,195751119283
5090780474211.5,,,0003,0013,0036,SAL CROSS HIKE 2 MID GTX WIDE BLACK/BLACK/MAGNET 11.5,EACH,SAL,2,2,S,,U,195751119290
509078047428.5,,,0003,0013,0036,SAL CROSS HIKE 2 MID GTX WIDE BLACK/BLACK/MAGNET 8.5,EACH,SAL,1,1,S,,U,195751119238
509078047429,,,0003,0013,0036,SAL CROSS HIKE 2 MID GTX WIDE BLACK/BLACK/MAGNET 9,EACH,SAL,1,1,S,,U,195751119245
5090810445210,,,0003,0014,0290,SAL SPEEDCROSS 6 WIDE SHOE BLACK/BLACK/PHANTOM 10,EACH,SAL,3,3,S,,U,195751088817
5090810445210.5,,,0003,0014,0290,SAL SPEEDCROSS 6 WIDE SHOE BLACK/BLACK/PHANTOM 10.5,EACH,SAL,2,2,S,,U,195751088824
5090810445211,,,0003,0014,0290,SAL SPEEDCROSS 6 WIDE SHOE BLACK/BLACK/PHANTOM 11,EACH,SAL,2,2,S,,U,195751088831
5090810445211.5,,,0003,0014,0290,SAL SPEEDCROSS 6 WIDE SHOE BLACK/BLACK/PHANTOM 11.5,EACH,SAL,1,1,S,,U,195751088848
5090810445212.5,,,0003,0014,0290,SAL SPEEDCROSS 6 WIDE SHOE BLACK/BLACK/PHANTOM 12.5,EACH,SAL,2,2,S,,U,195751088862
509081044528.5,,,0003,0014,0290,SAL SPEEDCROSS 6 WIDE SHOE BLACK/BLACK/PHANTOM 8.5,EACH,SAL,3,3,S,,U,195751087612
509081044529,,,0003,0014,0290,SAL SPEEDCROSS 6 WIDE SHOE BLACK/BLACK/PHANTOM 9,EACH,SAL,2,2,S,,U,195751088794
509081044529.5,,,0003,0014,0290,SAL SPEEDCROSS 6 WIDE SHOE BLACK/BLACK/PHANTOM 9.5,EACH,SAL,2,2,S,,U,195751088800
509082047444.5,,,0003,0014,0038,SAL X ULTRA 4 GTX SHOE W BLACK/STORMY WEATHER/OPAL BLUE 4.5,EACH,SAL,2,2,S,,U,193128533755
509082047445.5,,,0003,0014,0038,SAL X ULTRA 4 GTX SHOE W BLACK/STORMY WEATHER/OPAL BLUE 5.5,EACH,SAL,1,1,S,,U,193128533779
509082047446,,,0003,0014,0038,SAL X ULTRA 4 GTX SHOE W BLACK/STORMY WEATHER/OPAL BLUE 6,EACH,SAL,1,1,S,,U,193128533786
509082047446.5,,,0003,0014,0038,SAL X ULTRA 4 GTX SHOE W BLACK/STORMY WEATHER/OPAL BLUE 6.5,EACH,SAL,1,1,S,,U,193128533793
509082047447,,,0003,0014,0038,SAL X ULTRA 4 GTX SHOE W BLACK/STORMY WEATHER/OPAL BLUE 7,EACH,SAL,1,1,S,,U,193128533809
509082047447.5,,,0003,0014,0038,SAL X ULTRA 4 GTX SHOE W BLACK/STORMY WEATHER/OPAL BLUE 7.5,EACH,SAL,1,1,S,,U,193128534448
509082047448.5,,,0003,0014,0038,SAL X ULTRA 4 GTX SHOE W BLACK/STORMY WEATHER/OPAL BLUE 8.5,EACH,SAL,2,2,S,,U,193128534462
5090870984910,,,0003,0013,0036,MER MOAB 3 MID GTX BOOT TRIPLE BLACK 10,EACH,MER,1,1,S,,U,195017356971
5090870984910.5,,,0003,0013,0036,MER MOAB 3 MID GTX BOOT TRIPLE BLACK 10.5,EACH,MER,1,1,S,,U,195017356988
5090870984911,,,0003,0013,0036,MER MOAB 3 MID GTX BOOT TRIPLE BLACK 11,EACH,MER,1,1,S,,U,195017356995
5090870984911.5,,,0003,0013,0036,MER MOAB 3 MID GTX BOOT TRIPLE BLACK 11.5,EACH,MER,1,1,S,,U,195017357008
5090870984912,,,0003,0013,0036,MER MOAB 3 MID GTX BOOT TRIPLE BLACK 12,EACH,MER,1,1,S,,U,195017357015
5090870984913,,,0003,0013,0036,MER MOAB 3 MID GTX BOOT TRIPLE BLACK 13,EACH,MER,1,1,S,,U,195017357022
509087098497,,,0003,0013,0036,MER MOAB 3 MID GTX BOOT TRIPLE BLACK 7,EACH,MER,1,1,S,,U,195017356919
509087098498,,,0003,0013,0036,MER MOAB 3 MID GTX BOOT TRIPLE BLACK 8,EACH,MER,1,1,S,,U,195017356933
509087098498.5,,,0003,0013,0036,MER MOAB 3 MID GTX BOOT TRIPLE BLACK 8.5,EACH,MER,1,1,S,,U,195017356940
509087098499,,,0003,0013,0036,MER MOAB 3 MID GTX BOOT TRIPLE BLACK 9,EACH,MER,1,1,S,,U,195017356957
509087098499.5,,,0003,0013,0036,MER MOAB 3 MID GTX BOOT TRIPLE BLACK 9.5,EACH,MER,1,1,S,,U,195017356964
50908904504L,,,0001,0005,0012,RAB SONIC LS HZ NIGHTFALL BLUE L,EACH,RAB,1,1,S,,U,5059913003016
50908904504S,,,0001,0005,0012,RAB SONIC LS HZ NIGHTFALL BLUE S,EACH,RAB,2,2,S,,U,5059913003030
50909006799L,,,0001,0006,0019,RAB SONIC SS TEE FIRECRACKER L,EACH,RAB,8,8,S,,U,
50909006799M,,,0001,0006,0019,RAB SONIC SS TEE FIRECRACKER M,EACH,RAB,3,3,S,,U,
50909006799S,,,0001,0006,0019,RAB SONIC SS TEE FIRECRACKER S,EACH,RAB,10,10,S,,U,
50909006799XL,,,0001,0006,0019,RAB SONIC SS TEE FIRECRACKER XL,EACH,RAB,3,3,S,,U,
5090910076630,,,0002,0112,0285,"RAB MOMENTUM SHORT 9"" S22 STEEL 30",EACH,RAB,1,1,S,,U,5059913027036
5090910076632,,,0002,0112,0285,"RAB MOMENTUM SHORT 9"" S22 STEEL 32",EACH,RAB,3,3,S,,U,5059913027043
5090910076634,,,0002,0112,0285,"RAB MOMENTUM SHORT 9"" S22 STEEL 34",EACH,RAB,2,2,S,,U,5059913027050
5090910076636,,,0002,0112,0285,"RAB MOMENTUM SHORT 9"" S22 STEEL 36",EACH,RAB,2,2,S,,U,5059913027067
5090930469710,,,0001,0002,0272,RAB VITAL HOODY W ULTRAMARINE 10,EACH,RAB,4,4,S,,U,
5090930469712,,,0001,0002,0272,RAB VITAL HOODY W ULTRAMARINE 12,EACH,RAB,1,1,S,,U,
5090930469714,,,0001,0002,0272,RAB VITAL HOODY W ULTRAMARINE 14,EACH,RAB,4,4,S,,U,
5090940450416,,,0001,0006,0018,RAB FORCE LS TEE W S22 NIGHTFALL BLUE 16,EACH,RAB,6,6,S,,U,
5090940492510,,,0001,0006,0018,RAB FORCE LS TEE W S22 PURPLE SAGE 10,EACH,RAB,1,1,S,,U,5059913050362
5090940492514,,,0001,0006,0018,RAB FORCE LS TEE W S22 PURPLE SAGE 14,EACH,RAB,3,3,S,,U,5059913050386
5090940492516,,,0001,0006,0018,RAB FORCE LS TEE W S22 PURPLE SAGE 16,EACH,RAB,2,2,S,,U,5059913050393
